Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga (Rp)
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp48,463"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp52,903"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp49,702"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp48,748"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp50,505"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp51,427"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp44,196"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp51,668"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp48,070"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp63,740"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp56,871"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp77,000"
11,Aceh,Ayam Ras Pedaging,2025,April,
12,Sumatera Utara,Ayam Ras Pedaging,2025,April,"Rp23,320"
13,Sumatera Barat,Ayam Ras Pedaging,2025,April,"Rp24,561"
14,Riau,Ayam Ras Pedaging,2025,April,"Rp21,132"
15,Jambi,Ayam Ras Pedaging,2025,April,
16,Sumatera Selatan,Ayam Ras Pedaging,2025,April,"Rp15,982"
17,Bengkulu,Ayam Ras Pedaging,2025,April,
18,Lampung,Ayam Ras Pedaging,2025,April,"Rp20,780"
32,Jawa Barat,Ayam Ras Pedaging,2025,April,"Rp20,424"
33,Jawa Tengah,Ayam Ras Pedaging,2025,April,"Rp18,864"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,April,
35,Jawa Timur,Ayam Ras Pedaging,2025,April,"Rp19,792"
36,Banten,Ayam Ras Pedaging,2025,April,"Rp18,044"
51,Bali,Ayam Ras Pedaging,2025,April,"Rp18,371"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,April,
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,April,
61,Kalimantan Barat,Ayam Ras Pedaging,2025,April,"Rp21,559"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,April,"Rp24,000"
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,April,"Rp24,414"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,April,
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,April,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,April,"Rp23,621"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,April,
75,Gorontalo,Ayam Ras Pedaging,2025,April,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,April,"Rp23,000"
11,Aceh,Telur Ayam Ras,2025,April,
12,Sumatera Utara,Telur Ayam Ras,2025,April,"Rp24,648"
13,Sumatera Barat,Telur Ayam Ras,2025,April,"Rp24,432"
14,Riau,Telur Ayam Ras,2025,April,
15,Jambi,Telur Ayam Ras,2025,April,"Rp24,000"
16,Sumatera Selatan,Telur Ayam Ras,2025,April,"Rp23,092"
17,Bengkulu,Telur Ayam Ras,2025,April,"Rp23,000"
18,Lampung,Telur Ayam Ras,2025,April,"Rp25,443"
32,Jawa Barat,Telur Ayam Ras,2025,April,"Rp24,091"
33,Jawa Tengah,Telur Ayam Ras,2025,April,"Rp23,859"
34,D.I Yogyakarta,Telur Ayam Ras,2025,April,"Rp23,751"
35,Jawa Timur,Telur Ayam Ras,2025,April,"Rp22,744"
36,Banten,Telur Ayam Ras,2025,April,"Rp24,187"
51,Bali,Telur Ayam Ras,2025,April,"Rp23,757"
52,Nusa Tenggara Barat,Telur Ayam Ras,2025,April,
53,Nusa Tenggara Timur,Telur Ayam Ras,2025,April,
61,Kalimantan Barat,Telur Ayam Ras,2025,April,"Rp26,931"
62,Kalimantan Tengah,Telur Ayam Ras,2025,April,
63,Kalimantan Selatan,Telur Ayam Ras,2025,April,"Rp26,804"
71,Sulawesi Utara,Telur Ayam Ras,2025,April,"Rp29,385"
72,Sulawesi Tengah,Telur Ayam Ras,2025,April,
73,Sulawesi Selatan,Telur Ayam Ras,2025,April,"Rp24,672"
74,Sulawesi Tenggara,Telur Ayam Ras,2025,April,
75,Gorontalo,Telur Ayam Ras,2025,April,"Rp22,500"
76,Sulawesi Barat,Telur Ayam Ras,2025,April,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,Mei,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,Mei,
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,Mei,
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,Mei,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,Mei,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,Mei,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,Mei,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp25,448"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp24,732"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp26,086"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp20,952"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp19,079"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp25,000"
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp23,305"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp30,505"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp40,000"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp48,106"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,Mei,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp58,400"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp65,644"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp45,290"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp31,158"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,Mei,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp61,418"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,Mei,"Rp37,250"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp52,289"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp59,742"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp58,562"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp77,000"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp56,092"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp51,680"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp48,743"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp53,186"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp51,577"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp48,990"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp50,547"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp47,431"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp44,384"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp51,668"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp46,128"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp65,380"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,"Rp56,725"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Mei,
11,Aceh,Ayam Ras Pedaging,2025,Mei,
12,Sumatera Utara,Ayam Ras Pedaging,2025,Mei,"Rp22,022"
13,Sumatera Barat,Ayam Ras Pedaging,2025,Mei,"Rp24,270"
14,Riau,Ayam Ras Pedaging,2025,Mei,"Rp20,637"
15,Jambi,Ayam Ras Pedaging,2025,Mei,
16,Sumatera Selatan,Ayam Ras Pedaging,2025,Mei,"Rp17,067"
17,Bengkulu,Ayam Ras Pedaging,2025,Mei,
18,Lampung,Ayam Ras Pedaging,2025,Mei,"Rp20,659"
32,Jawa Barat,Ayam Ras Pedaging,2025,Mei,"Rp19,436"
33,Jawa Tengah,Ayam Ras Pedaging,2025,Mei,"Rp18,186"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,Mei,
35,Jawa Timur,Ayam Ras Pedaging,2025,Mei,"Rp18,390"
36,Banten,Ayam Ras Pedaging,2025,Mei,"Rp17,581"
51,Bali,Ayam Ras Pedaging,2025,Mei,"Rp20,954"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,Mei,
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,Mei,
61,Kalimantan Barat,Ayam Ras Pedaging,2025,Mei,"Rp23,173"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,Mei,
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,Mei,"Rp22,995"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,Mei,
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,Mei,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,Mei,"Rp22,241"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,Mei,
75,Gorontalo,Ayam Ras Pedaging,2025,Mei,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,Mei,
11,Aceh,Telur Ayam Ras,2025,Mei,
12,Sumatera Utara,Telur Ayam Ras,2025,Mei,"Rp24,193"
13,Sumatera Barat,Telur Ayam Ras,2025,Mei,"Rp24,387"
14,Riau,Telur Ayam Ras,2025,Mei,
15,Jambi,Telur Ayam Ras,2025,Mei,"Rp23,419"
16,Sumatera Selatan,Telur Ayam Ras,2025,Mei,"Rp23,000"
17,Bengkulu,Telur Ayam Ras,2025,Mei,
18,Lampung,Telur Ayam Ras,2025,Mei,"Rp25,273"
32,Jawa Barat,Telur Ayam Ras,2025,Mei,"Rp24,581"
33,Jawa Tengah,Telur Ayam Ras,2025,Mei,"Rp24,122"
34,D.I Yogyakarta,Telur Ayam Ras,2025,Mei,"Rp24,176"
35,Jawa Timur,Telur Ayam Ras,2025,Mei,"Rp23,257"
36,Banten,Telur Ayam Ras,2025,Mei,"Rp24,421"
51,Bali,Telur Ayam Ras,2025,Mei,"Rp23,369"
52,Nusa Tenggara Barat,Telur Ayam Ras,2025,Mei,
53,Nusa Tenggara Timur,Telur Ayam Ras,2025,Mei,
61,Kalimantan Barat,Telur Ayam Ras,2025,Mei,"Rp26,721"
62,Kalimantan Tengah,Telur Ayam Ras,2025,Mei,
63,Kalimantan Selatan,Telur Ayam Ras,2025,Mei,"Rp26,802"
71,Sulawesi Utara,Telur Ayam Ras,2025,Mei,"Rp29,504"
72,Sulawesi Tengah,Telur Ayam Ras,2025,Mei,
73,Sulawesi Selatan,Telur Ayam Ras,2025,Mei,"Rp24,569"
74,Sulawesi Tenggara,Telur Ayam Ras,2025,Mei,
75,Gorontalo,Telur Ayam Ras,2025,Mei,
76,Sulawesi Barat,Telur Ayam Ras,2025,Mei,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,Juni,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,Juni,
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,Juni,
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,Juni,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,Juni,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,Juni,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,Juni,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp31,688"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp29,914"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp30,984"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp36,012"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp35,064"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,Juni,
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp34,453"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp41,788"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp35,000"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp35,523"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,Juni,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp49,000"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp60,700"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp44,662"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp25,412"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,Juni,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp59,532"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,Juni,"Rp24,000"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp52,329"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp59,819"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp58,601"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp77,000"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp56,061"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp51,727"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp48,659"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp52,648"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp51,950"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp46,851"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp50,870"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp47,314"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp43,398"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp51,629"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp46,744"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp65,933"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,"Rp58,787"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juni,
11,Aceh,Ayam Ras Pedaging,2025,Juni,
12,Sumatera Utara,Ayam Ras Pedaging,2025,Juni,"Rp21,394"
13,Sumatera Barat,Ayam Ras Pedaging,2025,Juni,"Rp23,949"
14,Riau,Ayam Ras Pedaging,2025,Juni,"Rp20,713"
15,Jambi,Ayam Ras Pedaging,2025,Juni,
16,Sumatera Selatan,Ayam Ras Pedaging,2025,Juni,"Rp18,179"
17,Bengkulu,Ayam Ras Pedaging,2025,Juni,
18,Lampung,Ayam Ras Pedaging,2025,Juni,"Rp21,405"
32,Jawa Barat,Ayam Ras Pedaging,2025,Juni,"Rp20,225"
33,Jawa Tengah,Ayam Ras Pedaging,2025,Juni,"Rp18,364"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,Juni,
35,Jawa Timur,Ayam Ras Pedaging,2025,Juni,"Rp18,819"
36,Banten,Ayam Ras Pedaging,2025,Juni,"Rp18,745"
51,Bali,Ayam Ras Pedaging,2025,Juni,"Rp20,691"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,Juni,
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,Juni,
61,Kalimantan Barat,Ayam Ras Pedaging,2025,Juni,"Rp23,245"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,Juni,
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,Juni,"Rp21,369"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,Juni,
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,Juni,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,Juni,"Rp22,446"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,Juni,
75,Gorontalo,Ayam Ras Pedaging,2025,Juni,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,Juni,
11,Aceh,Telur Ayam Ras,2025,Juni,
12,Sumatera Utara,Telur Ayam Ras,2025,Juni,"Rp23,921"
13,Sumatera Barat,Telur Ayam Ras,2025,Juni,"Rp23,904"
14,Riau,Telur Ayam Ras,2025,Juni,
15,Jambi,Telur Ayam Ras,2025,Juni,"Rp21,667"
16,Sumatera Selatan,Telur Ayam Ras,2025,Juni,"Rp23,983"
17,Bengkulu,Telur Ayam Ras,2025,Juni,
18,Lampung,Telur Ayam Ras,2025,Juni,"Rp25,497"
32,Jawa Barat,Telur Ayam Ras,2025,Juni,"Rp24,645"
33,Jawa Tengah,Telur Ayam Ras,2025,Juni,"Rp24,806"
34,D.I Yogyakarta,Telur Ayam Ras,2025,Juni,"Rp25,039"
35,Jawa Timur,Telur Ayam Ras,2025,Juni,"Rp23,879"
36,Banten,Telur Ayam Ras,2025,Juni,"Rp25,271"
51,Bali,Telur Ayam Ras,2025,Juni,"Rp23,376"
52,Nusa Tenggara Barat,Telur Ayam Ras,2025,Juni,
53,Nusa Tenggara Timur,Telur Ayam Ras,2025,Juni,
61,Kalimantan Barat,Telur Ayam Ras,2025,Juni,"Rp27,823"
62,Kalimantan Tengah,Telur Ayam Ras,2025,Juni,
63,Kalimantan Selatan,Telur Ayam Ras,2025,Juni,"Rp26,570"
71,Sulawesi Utara,Telur Ayam Ras,2025,Juni,"Rp29,489"
72,Sulawesi Tengah,Telur Ayam Ras,2025,Juni,
73,Sulawesi Selatan,Telur Ayam Ras,2025,Juni,"Rp23,936"
74,Sulawesi Tenggara,Telur Ayam Ras,2025,Juni,
75,Gorontalo,Telur Ayam Ras,2025,Juni,
76,Sulawesi Barat,Telur Ayam Ras,2025,Juni,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp40,000"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp28,161"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp31,000"
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,Juli,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp35,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp25,000"
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,Juli,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp38,900"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp40,033"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp40,405"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp42,784"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp41,494"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp37,238"
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp45,306"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp43,953"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp42,233"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp50,858"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,Juli,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp47,249"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp58,725"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp47,140"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp29,799"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,Juli,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp57,151"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,Juli,"Rp26,222"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp52,109"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp55,728"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp57,548"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp76,364"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp57,358"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp51,080"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp48,409"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp52,406"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp49,226"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp47,584"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp50,652"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp49,702"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp42,010"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp50,671"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp47,073"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp65,273"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,"Rp58,809"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Juli,
11,Aceh,Ayam Ras Pedaging,2025,Juli,
12,Sumatera Utara,Ayam Ras Pedaging,2025,Juli,"Rp21,953"
13,Sumatera Barat,Ayam Ras Pedaging,2025,Juli,"Rp24,039"
14,Riau,Ayam Ras Pedaging,2025,Juli,"Rp21,300"
15,Jambi,Ayam Ras Pedaging,2025,Juli,"Rp28,828"
16,Sumatera Selatan,Ayam Ras Pedaging,2025,Juli,"Rp19,486"
17,Bengkulu,Ayam Ras Pedaging,2025,Juli,
18,Lampung,Ayam Ras Pedaging,2025,Juli,"Rp22,419"
32,Jawa Barat,Ayam Ras Pedaging,2025,Juli,"Rp21,088"
33,Jawa Tengah,Ayam Ras Pedaging,2025,Juli,"Rp19,126"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,Juli,
35,Jawa Timur,Ayam Ras Pedaging,2025,Juli,"Rp19,892"
36,Banten,Ayam Ras Pedaging,2025,Juli,"Rp20,869"
51,Bali,Ayam Ras Pedaging,2025,Juli,"Rp22,238"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,Juli,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,Juli,
61,Kalimantan Barat,Ayam Ras Pedaging,2025,Juli,"Rp23,980"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,Juli,
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,Juli,"Rp22,988"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,Juli,
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,Juli,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,Juli,"Rp21,218"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,Juli,
75,Gorontalo,Ayam Ras Pedaging,2025,Juli,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,Juli,
11,Aceh,Telur Ayam Ras,2025,Juli,
12,Sumatera Utara,Telur Ayam Ras,2025,Juli,"Rp23,876"
13,Sumatera Barat,Telur Ayam Ras,2025,Juli,"Rp24,341"
14,Riau,Telur Ayam Ras,2025,Juli,"Rp22,845"
