Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga (Rp)
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,April,"Rp50,474"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,April,"Rp42,333"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
64,Kalimantan Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,April,"Rp53,671"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,April,
11,Aceh,Ayam Ras Pedaging,2022,April,
12,Sumatera Utara,Ayam Ras Pedaging,2022,April,"Rp22,437"
13,Sumatera Barat,Ayam Ras Pedaging,2022,April,
14,Riau,Ayam Ras Pedaging,2022,April,"Rp22,541"
15,Jambi,Ayam Ras Pedaging,2022,April,
16,Sumatera Selatan,Ayam Ras Pedaging,2022,April,"Rp21,384"
17,Bengkulu,Ayam Ras Pedaging,2022,April,
18,Lampung,Ayam Ras Pedaging,2022,April,"Rp23,655"
21,Kepulauan Riau,Ayam Ras Pedaging,2022,April,
32,Jawa Barat,Ayam Ras Pedaging,2022,April,"Rp23,518"
33,Jawa Tengah,Ayam Ras Pedaging,2022,April,"Rp20,824"
34,D.I Yogyakarta,Ayam Ras Pedaging,2022,April,
35,Jawa Timur,Ayam Ras Pedaging,2022,April,"Rp23,133"
36,Banten,Ayam Ras Pedaging,2022,April,"Rp24,316"
51,Bali,Ayam Ras Pedaging,2022,April,"Rp23,807"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2022,April,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2022,April,
61,Kalimantan Barat,Ayam Ras Pedaging,2022,April,"Rp28,000"
62,Kalimantan Tengah,Ayam Ras Pedaging,2022,April,
63,Kalimantan Selatan,Ayam Ras Pedaging,2022,April,"Rp26,728"
64,Kalimantan Timur,Ayam Ras Pedaging,2022,April,
71,Sulawesi Utara,Ayam Ras Pedaging,2022,April,
72,Sulawesi Tengah,Ayam Ras Pedaging,2022,April,
73,Sulawesi Selatan,Ayam Ras Pedaging,2022,April,"Rp24,356"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2022,April,
75,Gorontalo,Ayam Ras Pedaging,2022,April,
76,Sulawesi Barat,Ayam Ras Pedaging,2022,April,
11,Aceh,Telur Ayam Ras,2022,April,
12,Sumatera Utara,Telur Ayam Ras,2022,April,"Rp20,224"
13,Sumatera Barat,Telur Ayam Ras,2022,April,"Rp20,637"
14,Riau,Telur Ayam Ras,2022,April,"Rp22,000"
15,Jambi,Telur Ayam Ras,2022,April,
16,Sumatera Selatan,Telur Ayam Ras,2022,April,"Rp21,000"
17,Bengkulu,Telur Ayam Ras,2022,April,
18,Lampung,Telur Ayam Ras,2022,April,"Rp22,715"
21,Kepulauan Riau,Telur Ayam Ras,2022,April,
32,Jawa Barat,Telur Ayam Ras,2022,April,"Rp21,741"
33,Jawa Tengah,Telur Ayam Ras,2022,April,"Rp22,257"
34,D.I Yogyakarta,Telur Ayam Ras,2022,April,
35,Jawa Timur,Telur Ayam Ras,2022,April,"Rp21,403"
36,Banten,Telur Ayam Ras,2022,April,"Rp20,671"
51,Bali,Telur Ayam Ras,2022,April,"Rp18,800"
52,Nusa Tenggara Barat,Telur Ayam Ras,2022,April,"Rp25,000"
53,Nusa Tenggara Timur,Telur Ayam Ras,2022,April,
61,Kalimantan Barat,Telur Ayam Ras,2022,April,"Rp24,744"
62,Kalimantan Tengah,Telur Ayam Ras,2022,April,
63,Kalimantan Selatan,Telur Ayam Ras,2022,April,"Rp22,500"
64,Kalimantan Timur,Telur Ayam Ras,2022,April,
71,Sulawesi Utara,Telur Ayam Ras,2022,April,
72,Sulawesi Tengah,Telur Ayam Ras,2022,April,
73,Sulawesi Selatan,Telur Ayam Ras,2022,April,"Rp19,758"
74,Sulawesi Tenggara,Telur Ayam Ras,2022,April,
75,Gorontalo,Telur Ayam Ras,2022,April,
76,Sulawesi Barat,Telur Ayam Ras,2022,April,
11,Aceh,Cabai Rawit Merah,2022,Mei,
12,Sumatera Utara,Cabai Rawit Merah,2022,Mei,"Rp22,000"
13,Sumatera Barat,Cabai Rawit Merah,2022,Mei,
14,Riau,Cabai Rawit Merah,2022,Mei,
15,Jambi,Cabai Rawit Merah,2022,Mei,"Rp28,000"
16,Sumatera Selatan,Cabai Rawit Merah,2022,Mei,"Rp26,000"
17,Bengkulu,Cabai Rawit Merah,2022,Mei,
18,Lampung,Cabai Rawit Merah,2022,Mei,
21,Kepulauan Riau,Cabai Rawit Merah,2022,Mei,
32,Jawa Barat,Cabai Rawit Merah,2022,Mei,"Rp26,319"
33,Jawa Tengah,Cabai Rawit Merah,2022,Mei,"Rp26,257"
34,D.I Yogyakarta,Cabai Rawit Merah,2022,Mei,"Rp29,874"
35,Jawa Timur,Cabai Rawit Merah,2022,Mei,"Rp24,416"
36,Banten,Cabai Rawit Merah,2022,Mei,
51,Bali,Cabai Rawit Merah,2022,Mei,"Rp23,803"
52,Nusa Tenggara Barat,Cabai Rawit Merah,2022,Mei,"Rp28,739"
53,Nusa Tenggara Timur,Cabai Rawit Merah,2022,Mei,
61,Kalimantan Barat,Cabai Rawit Merah,2022,Mei,
62,Kalimantan Tengah,Cabai Rawit Merah,2022,Mei,
63,Kalimantan Selatan,Cabai Rawit Merah,2022,Mei,
64,Kalimantan Timur,Cabai Rawit Merah,2022,Mei,
71,Sulawesi Utara,Cabai Rawit Merah,2022,Mei,"Rp30,215"
72,Sulawesi Tengah,Cabai Rawit Merah,2022,Mei,"Rp19,272"
73,Sulawesi Selatan,Cabai Rawit Merah,2022,Mei,"Rp17,824"
74,Sulawesi Tenggara,Cabai Rawit Merah,2022,Mei,
75,Gorontalo,Cabai Rawit Merah,2022,Mei,
76,Sulawesi Barat,Cabai Rawit Merah,2022,Mei,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp52,932"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp50,961"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp54,475"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp52,831"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp50,619"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp52,150"
21,Kepulauan Riau,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp55,499"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp50,124"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp57,059"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp49,544"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp58,659"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp40,538"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp50,414"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp44,333"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
64,Kalimantan Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp63,000"
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp52,659"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,"Rp51,667"
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Mei,
11,Aceh,Ayam Ras Pedaging,2022,Mei,
12,Sumatera Utara,Ayam Ras Pedaging,2022,Mei,"Rp22,617"
13,Sumatera Barat,Ayam Ras Pedaging,2022,Mei,
14,Riau,Ayam Ras Pedaging,2022,Mei,"Rp24,029"
15,Jambi,Ayam Ras Pedaging,2022,Mei,"Rp28,000"
16,Sumatera Selatan,Ayam Ras Pedaging,2022,Mei,"Rp22,220"
17,Bengkulu,Ayam Ras Pedaging,2022,Mei,
18,Lampung,Ayam Ras Pedaging,2022,Mei,"Rp25,017"
21,Kepulauan Riau,Ayam Ras Pedaging,2022,Mei,
32,Jawa Barat,Ayam Ras Pedaging,2022,Mei,"Rp23,184"
33,Jawa Tengah,Ayam Ras Pedaging,2022,Mei,"Rp19,910"
34,D.I Yogyakarta,Ayam Ras Pedaging,2022,Mei,
35,Jawa Timur,Ayam Ras Pedaging,2022,Mei,"Rp22,303"
36,Banten,Ayam Ras Pedaging,2022,Mei,"Rp23,202"
51,Bali,Ayam Ras Pedaging,2022,Mei,"Rp23,399"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2022,Mei,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2022,Mei,
61,Kalimantan Barat,Ayam Ras Pedaging,2022,Mei,
62,Kalimantan Tengah,Ayam Ras Pedaging,2022,Mei,
63,Kalimantan Selatan,Ayam Ras Pedaging,2022,Mei,"Rp27,301"
64,Kalimantan Timur,Ayam Ras Pedaging,2022,Mei,
71,Sulawesi Utara,Ayam Ras Pedaging,2022,Mei,
72,Sulawesi Tengah,Ayam Ras Pedaging,2022,Mei,
73,Sulawesi Selatan,Ayam Ras Pedaging,2022,Mei,"Rp26,532"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2022,Mei,
75,Gorontalo,Ayam Ras Pedaging,2022,Mei,
76,Sulawesi Barat,Ayam Ras Pedaging,2022,Mei,
11,Aceh,Telur Ayam Ras,2022,Mei,
12,Sumatera Utara,Telur Ayam Ras,2022,Mei,"Rp20,935"
13,Sumatera Barat,Telur Ayam Ras,2022,Mei,"Rp22,486"
14,Riau,Telur Ayam Ras,2022,Mei,"Rp24,300"
15,Jambi,Telur Ayam Ras,2022,Mei,
16,Sumatera Selatan,Telur Ayam Ras,2022,Mei,"Rp22,571"
17,Bengkulu,Telur Ayam Ras,2022,Mei,
18,Lampung,Telur Ayam Ras,2022,Mei,"Rp23,850"
21,Kepulauan Riau,Telur Ayam Ras,2022,Mei,
32,Jawa Barat,Telur Ayam Ras,2022,Mei,"Rp23,539"
33,Jawa Tengah,Telur Ayam Ras,2022,Mei,"Rp24,378"
34,D.I Yogyakarta,Telur Ayam Ras,2022,Mei,
35,Jawa Timur,Telur Ayam Ras,2022,Mei,"Rp22,683"
36,Banten,Telur Ayam Ras,2022,Mei,"Rp21,947"
51,Bali,Telur Ayam Ras,2022,Mei,"Rp19,605"
52,Nusa Tenggara Barat,Telur Ayam Ras,2022,Mei,
53,Nusa Tenggara Timur,Telur Ayam Ras,2022,Mei,
61,Kalimantan Barat,Telur Ayam Ras,2022,Mei,"Rp25,474"
62,Kalimantan Tengah,Telur Ayam Ras,2022,Mei,
63,Kalimantan Selatan,Telur Ayam Ras,2022,Mei,"Rp24,089"
64,Kalimantan Timur,Telur Ayam Ras,2022,Mei,
71,Sulawesi Utara,Telur Ayam Ras,2022,Mei,
72,Sulawesi Tengah,Telur Ayam Ras,2022,Mei,
73,Sulawesi Selatan,Telur Ayam Ras,2022,Mei,"Rp21,894"
74,Sulawesi Tenggara,Telur Ayam Ras,2022,Mei,
75,Gorontalo,Telur Ayam Ras,2022,Mei,
76,Sulawesi Barat,Telur Ayam Ras,2022,Mei,
11,Aceh,Cabai Rawit Merah,2022,Juni,
12,Sumatera Utara,Cabai Rawit Merah,2022,Juni,
13,Sumatera Barat,Cabai Rawit Merah,2022,Juni,
14,Riau,Cabai Rawit Merah,2022,Juni,
15,Jambi,Cabai Rawit Merah,2022,Juni,
16,Sumatera Selatan,Cabai Rawit Merah,2022,Juni,"Rp70,000"
17,Bengkulu,Cabai Rawit Merah,2022,Juni,
18,Lampung,Cabai Rawit Merah,2022,Juni,
21,Kepulauan Riau,Cabai Rawit Merah,2022,Juni,
32,Jawa Barat,Cabai Rawit Merah,2022,Juni,"Rp60,148"
33,Jawa Tengah,Cabai Rawit Merah,2022,Juni,"Rp68,263"
34,D.I Yogyakarta,Cabai Rawit Merah,2022,Juni,"Rp70,972"
35,Jawa Timur,Cabai Rawit Merah,2022,Juni,"Rp64,144"
36,Banten,Cabai Rawit Merah,2022,Juni,"Rp82,400"
51,Bali,Cabai Rawit Merah,2022,Juni,"Rp62,152"
52,Nusa Tenggara Barat,Cabai Rawit Merah,2022,Juni,"Rp62,287"
53,Nusa Tenggara Timur,Cabai Rawit Merah,2022,Juni,
61,Kalimantan Barat,Cabai Rawit Merah,2022,Juni,
62,Kalimantan Tengah,Cabai Rawit Merah,2022,Juni,
63,Kalimantan Selatan,Cabai Rawit Merah,2022,Juni,
64,Kalimantan Timur,Cabai Rawit Merah,2022,Juni,
71,Sulawesi Utara,Cabai Rawit Merah,2022,Juni,"Rp63,225"
72,Sulawesi Tengah,Cabai Rawit Merah,2022,Juni,"Rp47,263"
73,Sulawesi Selatan,Cabai Rawit Merah,2022,Juni,"Rp42,517"
74,Sulawesi Tenggara,Cabai Rawit Merah,2022,Juni,
75,Gorontalo,Cabai Rawit Merah,2022,Juni,
76,Sulawesi Barat,Cabai Rawit Merah,2022,Juni,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp52,077"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp51,305"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp54,693"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp51,537"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp50,781"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp52,394"
21,Kepulauan Riau,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp56,464"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp49,674"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp60,000"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp48,749"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp59,293"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp40,480"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp49,062"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp44,400"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
64,Kalimantan Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp52,735"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,"Rp52,500"
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juni,
11,Aceh,Ayam Ras Pedaging,2022,Juni,"Rp25,000"
12,Sumatera Utara,Ayam Ras Pedaging,2022,Juni,"Rp22,054"
13,Sumatera Barat,Ayam Ras Pedaging,2022,Juni,
14,Riau,Ayam Ras Pedaging,2022,Juni,"Rp21,950"
15,Jambi,Ayam Ras Pedaging,2022,Juni,"Rp28,381"
16,Sumatera Selatan,Ayam Ras Pedaging,2022,Juni,"Rp20,822"
17,Bengkulu,Ayam Ras Pedaging,2022,Juni,
18,Lampung,Ayam Ras Pedaging,2022,Juni,"Rp23,514"
21,Kepulauan Riau,Ayam Ras Pedaging,2022,Juni,
32,Jawa Barat,Ayam Ras Pedaging,2022,Juni,"Rp23,239"
33,Jawa Tengah,Ayam Ras Pedaging,2022,Juni,"Rp20,823"
34,D.I Yogyakarta,Ayam Ras Pedaging,2022,Juni,
35,Jawa Timur,Ayam Ras Pedaging,2022,Juni,"Rp22,875"
36,Banten,Ayam Ras Pedaging,2022,Juni,"Rp24,737"
51,Bali,Ayam Ras Pedaging,2022,Juni,"Rp23,591"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2022,Juni,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2022,Juni,
61,Kalimantan Barat,Ayam Ras Pedaging,2022,Juni,
62,Kalimantan Tengah,Ayam Ras Pedaging,2022,Juni,
63,Kalimantan Selatan,Ayam Ras Pedaging,2022,Juni,"Rp27,793"
64,Kalimantan Timur,Ayam Ras Pedaging,2022,Juni,
71,Sulawesi Utara,Ayam Ras Pedaging,2022,Juni,
72,Sulawesi Tengah,Ayam Ras Pedaging,2022,Juni,
73,Sulawesi Selatan,Ayam Ras Pedaging,2022,Juni,"Rp25,570"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2022,Juni,
75,Gorontalo,Ayam Ras Pedaging,2022,Juni,
76,Sulawesi Barat,Ayam Ras Pedaging,2022,Juni,
11,Aceh,Telur Ayam Ras,2022,Juni,"Rp25,000"
12,Sumatera Utara,Telur Ayam Ras,2022,Juni,"Rp22,269"
13,Sumatera Barat,Telur Ayam Ras,2022,Juni,"Rp23,349"
14,Riau,Telur Ayam Ras,2022,Juni,
15,Jambi,Telur Ayam Ras,2022,Juni,
16,Sumatera Selatan,Telur Ayam Ras,2022,Juni,"Rp24,173"
17,Bengkulu,Telur Ayam Ras,2022,Juni,
18,Lampung,Telur Ayam Ras,2022,Juni,"Rp24,739"
21,Kepulauan Riau,Telur Ayam Ras,2022,Juni,"Rp26,000"
32,Jawa Barat,Telur Ayam Ras,2022,Juni,"Rp24,550"
33,Jawa Tengah,Telur Ayam Ras,2022,Juni,"Rp24,872"
34,D.I Yogyakarta,Telur Ayam Ras,2022,Juni,
35,Jawa Timur,Telur Ayam Ras,2022,Juni,"Rp23,985"
36,Banten,Telur Ayam Ras,2022,Juni,"Rp23,570"
51,Bali,Telur Ayam Ras,2022,Juni,"Rp21,903"
52,Nusa Tenggara Barat,Telur Ayam Ras,2022,Juni,
53,Nusa Tenggara Timur,Telur Ayam Ras,2022,Juni,
61,Kalimantan Barat,Telur Ayam Ras,2022,Juni,"Rp24,824"
62,Kalimantan Tengah,Telur Ayam Ras,2022,Juni,
63,Kalimantan Selatan,Telur Ayam Ras,2022,Juni,"Rp25,467"
64,Kalimantan Timur,Telur Ayam Ras,2022,Juni,
71,Sulawesi Utara,Telur Ayam Ras,2022,Juni,
72,Sulawesi Tengah,Telur Ayam Ras,2022,Juni,
73,Sulawesi Selatan,Telur Ayam Ras,2022,Juni,"Rp23,736"
74,Sulawesi Tenggara,Telur Ayam Ras,2022,Juni,
75,Gorontalo,Telur Ayam Ras,2022,Juni,
76,Sulawesi Barat,Telur Ayam Ras,2022,Juni,
11,Aceh,Cabai Rawit Merah,2022,Juli,
12,Sumatera Utara,Cabai Rawit Merah,2022,Juli,"Rp65,000"
13,Sumatera Barat,Cabai Rawit Merah,2022,Juli,"Rp70,000"
14,Riau,Cabai Rawit Merah,2022,Juli,"Rp90,000"
15,Jambi,Cabai Rawit Merah,2022,Juli,
16,Sumatera Selatan,Cabai Rawit Merah,2022,Juli,
17,Bengkulu,Cabai Rawit Merah,2022,Juli,
18,Lampung,Cabai Rawit Merah,2022,Juli,
21,Kepulauan Riau,Cabai Rawit Merah,2022,Juli,
32,Jawa Barat,Cabai Rawit Merah,2022,Juli,"Rp61,847"
33,Jawa Tengah,Cabai Rawit Merah,2022,Juli,"Rp65,296"
34,D.I Yogyakarta,Cabai Rawit Merah,2022,Juli,"Rp67,743"
35,Jawa Timur,Cabai Rawit Merah,2022,Juli,"Rp62,067"
36,Banten,Cabai Rawit Merah,2022,Juli,"Rp84,583"
51,Bali,Cabai Rawit Merah,2022,Juli,"Rp62,096"
52,Nusa Tenggara Barat,Cabai Rawit Merah,2022,Juli,"Rp57,765"
53,Nusa Tenggara Timur,Cabai Rawit Merah,2022,Juli,"Rp49,067"
61,Kalimantan Barat,Cabai Rawit Merah,2022,Juli,
62,Kalimantan Tengah,Cabai Rawit Merah,2022,Juli,
63,Kalimantan Selatan,Cabai Rawit Merah,2022,Juli,
64,Kalimantan Timur,Cabai Rawit Merah,2022,Juli,
71,Sulawesi Utara,Cabai Rawit Merah,2022,Juli,"Rp57,173"
72,Sulawesi Tengah,Cabai Rawit Merah,2022,Juli,"Rp46,994"
73,Sulawesi Selatan,Cabai Rawit Merah,2022,Juli,"Rp43,807"
74,Sulawesi Tenggara,Cabai Rawit Merah,2022,Juli,
75,Gorontalo,Cabai Rawit Merah,2022,Juli,
76,Sulawesi Barat,Cabai Rawit Merah,2022,Juli,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp52,381"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp52,028"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp54,450"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp50,602"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp51,389"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp51,383"
21,Kepulauan Riau,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp55,440"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp50,721"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp48,946"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp58,619"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp42,200"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp49,763"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp43,720"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
64,Kalimantan Timur,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,"Rp52,666"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2022,Juli,
11,Aceh,Ayam Ras Pedaging,2022,Juli,
12,Sumatera Utara,Ayam Ras Pedaging,2022,Juli,"Rp21,597"
13,Sumatera Barat,Ayam Ras Pedaging,2022,Juli,
14,Riau,Ayam Ras Pedaging,2022,Juli,"Rp21,500"
15,Jambi,Ayam Ras Pedaging,2022,Juli,"Rp29,852"
16,Sumatera Selatan,Ayam Ras Pedaging,2022,Juli,"Rp20,063"
17,Bengkulu,Ayam Ras Pedaging,2022,Juli,
18,Lampung,Ayam Ras Pedaging,2022,Juli,"Rp23,983"
21,Kepulauan Riau,Ayam Ras Pedaging,2022,Juli,
32,Jawa Barat,Ayam Ras Pedaging,2022,Juli,"Rp22,835"
33,Jawa Tengah,Ayam Ras Pedaging,2022,Juli,"Rp21,111"
34,D.I Yogyakarta,Ayam Ras Pedaging,2022,Juli,
35,Jawa Timur,Ayam Ras Pedaging,2022,Juli,"Rp24,927"
36,Banten,Ayam Ras Pedaging,2022,Juli,"Rp24,805"
51,Bali,Ayam Ras Pedaging,2022,Juli,"Rp25,419"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2022,Juli,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2022,Juli,"Rp30,000"
61,Kalimantan Barat,Ayam Ras Pedaging,2022,Juli,
62,Kalimantan Tengah,Ayam Ras Pedaging,2022,Juli,
63,Kalimantan Selatan,Ayam Ras Pedaging,2022,Juli,"Rp26,152"
64,Kalimantan Timur,Ayam Ras Pedaging,2022,Juli,
71,Sulawesi Utara,Ayam Ras Pedaging,2022,Juli,
72,Sulawesi Tengah,Ayam Ras Pedaging,2022,Juli,
73,Sulawesi Selatan,Ayam Ras Pedaging,2022,Juli,"Rp23,175"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2022,Juli,
75,Gorontalo,Ayam Ras Pedaging,2022,Juli,
76,Sulawesi Barat,Ayam Ras Pedaging,2022,Juli,
11,Aceh,Telur Ayam Ras,2022,Juli,
12,Sumatera Utara,Telur Ayam Ras,2022,Juli,"Rp22,485"
13,Sumatera Barat,Telur Ayam Ras,2022,Juli,"Rp22,988"
14,Riau,Telur Ayam Ras,2022,Juli,
15,Jambi,Telur Ayam Ras,2022,Juli,
16,Sumatera Selatan,Telur Ayam Ras,2022,Juli,"Rp23,800"
17,Bengkulu,Telur Ayam Ras,2022,Juli,
18,Lampung,Telur Ayam Ras,2022,Juli,"Rp24,958"
21,Kepulauan Riau,Telur Ayam Ras,2022,Juli,
32,Jawa Barat,Telur Ayam Ras,2022,Juli,"Rp24,409"
33,Jawa Tengah,Telur Ayam Ras,2022,Juli,"Rp25,077"
